,종목명,시가총액(억 원),부채율(%),배당률(%),PBR,GP/A
016920,카스,442,184.33,0.61,0.68,0.272883295194508
002140,고려산업,997,160.0,0.72,0.82,11.503458318165272
267980,매일유업,3753,96.2,2.27,0.77,0.49799938442597724
004800,효성,14138,81.8,6.71,0.54,7.125092552161449
032190,다우데이타,5844,817.26,0.97,1.04,0.03123013780478758
009580,무림P&P,2267,142.05,3.45,0.41,8.35982794090144
008830,대동기어,581,230.91,0.59,0.82,0.07238714924766165
052600,한네트,641,34.69,2.97,1.63,0.10580912863070539
225530,보광산업,2485,64.16,2.64,2.32,0.15684931506849314
011320,유니크,1174,116.58,0.32,0.79,0.12423124231242312
179290,엠아이텍,4554,12.57,1.08,4.26,0.34893617021276596
048830,엔피케이,349,65.26,1.69,0.76,0.10082872928176796
000860,강남제비스코,1654,41.09,2.41,0.22,6.817707245771559
010100,한국무브넥스,1251,165.36,2.59,0.28,14.123092319239431
277410,인산가,584,67.22,2.25,1.11,0.23401826484018265
036190,금화피에스시,1878,34.38,4.52,0.58,0.10175
023530,롯데쇼핑,23338,187.3,3.63,0.27,21.490934783431534
306200,세아제강,4163,76.73,4.63,0.44,22.660569244420177
011700,한신기계,1888,24.5,0.16,2.24,3.2843560933448575
054670,대한뉴팜,1322,64.49,1.17,1.16,0.5348288075560803
010420,한솔PNS,288,164.07,1.6,0.68,21.052631578947366
066970,엘앤에프,86263,135.27,0.29,4.86,0.11620754654585139
033830,티비씨,1045,5.88,1.35,0.89,0.09246309246309246
204610,티쓰리,1173,26.97,3.43,1.17,0.29066478076379065
004450,삼화왕관,763,86.1,3.26,0.62,8.931777378815081
357230,에이치피오,1671,12.84,1.07,1.0,0.6112938596491229
012320,경동인베스트,2707,30.2,0.76,0.51,6.492842535787322
170900,동아에스티,4746,67.76,1.13,0.78,27.243672799516283
043370,피에이치에이,1990,45.58,2.84,0.22,0.12827839575466884
000990,DB하이텍,26727,29.57,3.5,1.0,43.96287746737645
036010,아비코전자,1595,26.04,0.69,1.15,0.168135593220339
109860,동일금속,2866,15.36,2.19,1.05,0.11568848758465011
264660,씨앤지하이테크,1115,65.69,4.26,1.05,0.23400129282482224
264450,유비쿼스,1328,27.12,2.86,1.05,0.2654185022026432
256150,한독크린텍,668,10.59,3.45,1.06,0.16751269035532995
016800,퍼시스,3300,15.19,3.62,0.64,18.92437591776799
284740,쿠쿠홈시스,5676,27.99,2.38,0.94,56.10619469026549
081660,휠라홀딩스,21688,87.29,4.75,1.07,42.088016923140735
004990,롯데지주,29636,127.06,4.87,0.36,18.71578415721926
003670,포스코퓨처엠,232776,74.96,0.17,5.63,7.217250673854448
017810,풀무원,4090,274.87,0.91,1.11,34.17919187975795
089030,테크윙,2540,98.83,2.3,0.86,0.22424738890026624
241770,메카로,1128,13.54,4.21,0.56,0.09899175068744272
100120,뷰웍스,3340,37.78,2.32,1.28,0.37933425797503467
010240,흥국,735,27.77,3.93,0.73,0.1717687074829932
073110,엘엠에스,669,136.94,3.0,0.47,0.11921397379912664
225190,삼양옵틱스,1092,37.43,9.08,2.75,0.4760956175298805
029460,케이씨,2637,27.04,2.05,0.32,16.842524387816045
000020,동화약품,2363,21.78,1.94,0.71,39.25395792669703
003100,선광,1927,85.79,0.26,2.52,0.07563819728963127
306040,에스제이그룹,1456,53.65,3.05,1.24,0.7374045801526717
053270,구영테크,930,187.82,1.35,0.69,0.12494793835901707
267250,HD현대,45736,181.86,8.06,0.57,9.099463329007227
003200,일신방직,2875,30.11,4.85,0.28,5.489929463754568
007680,대원,918,48.55,4.27,0.27,0.0875046347793845
331380,포커스에이치엔에스,380,79.98,1.57,1.75,0.28191489361702127
041650,상신브레이크,779,175.11,3.31,0.32,18.119941133186167
109080,옵티시스,743,11.09,1.69,1.2,0.23943661971830985
000070,삼양홀딩스,6234,80.22,5.09,0.34,11.946435639210168
045300,성우테크론,415,32.29,1.01,0.56,0.08747300215982722
036800,나이스정보통신,2450,197.04,2.45,0.83,0.1325511490351983
228850,레이언스,1932,16.19,2.73,0.76,0.23893129770992366
084690,대상홀딩스,2654,158.2,3.49,0.39,29.873234876597017
017940,E1,3423,187.33,7.92,0.21,13.067723575362352
035250,강원랜드,39193,22.03,1.51,1.38,8.371323000143962
025530,SJM홀딩스,806,24.71,4.38,0.33,13.802559414990858
010060,OCI,28571,68.16,3.09,0.49,19.106070713809206
092070,디엔에프,1804,20.78,1.52,1.01,0.2010498687664042
032620,유비케어,3037,31.07,1.19,2.13,0.41877702285361335
001340,백광산업,2969,92.64,1.39,0.92,17.063492063492063
251630,브이원텍,1514,80.38,1.6,0.94,0.07810718358038768
067570,엔브이에이치코리아,1498,256.86,3.59,0.66,0.13865940668419077
101330,모베이스,1023,143.61,2.43,0.23,0.16829587826262218
007770,한일화학,858,32.13,0.62,0.48,0.11132315521628498
011370,서한,1107,164.38,4.42,0.29,0.08847108226760832
136540,윈스,1739,16.52,3.94,0.94,0.2456225680933852
064480,브리지텍,1092,35.12,3.73,0.91,0.12875536480686695
012700,리드코프,2033,183.52,10.85,0.45,0.09891654949962782
126640,화신정공,689,58.76,2.73,0.51,0.10346964064436183
011500,한농화성,2691,47.73,1.2,1.02,7.187222715173027
006060,화승인더,2146,169.76,4.88,0.57,15.605507164933972
003780,진양산업,903,61.47,3.21,1.58,16.807738814993954
126340,비나텍,3522,118.65,0.0,3.52,0.16729182295573894
089150,케이씨티,632,54.25,1.86,1.59,0.07276119402985075
145720,덴티움,16249,80.77,0.3,2.82,38.645123035873105
078150,HB테크놀러지,1824,49.93,1.04,0.71,0.11254851228978008
250000,보라티알,752,35.45,2.8,0.92,0.2541062801932367
026940,부국철강,745,21.91,2.34,0.51,6.901041666666667
270870,뉴트리,800,48.48,2.27,0.99,1.032719836400818
093920,서원인텍,1182,20.92,6.97,0.54,0.15516520284399832
108320,LX세미콘,16914,35.7,6.28,1.23,52.38833746898263
121600,나노신소재,14471,7.47,0.32,4.7,0.1599625818521983
011760,현대코퍼레이션,2460,319.45,3.7,0.47,8.665974990443948
047810,한국항공우주,50687,434.84,0.49,3.47,4.809325304925119
138070,신진에스엠,462,44.29,3.77,0.59,0.15495495495495495
004590,한국가구,658,25.72,4.12,0.37,0.16548797736916548
294870,HDC현대산업개발,8225,152.81,6.0,0.23,4.314163815547347
056360,코위버,675,28.24,0.72,0.51,0.12255772646536411
014820,동원시스템즈,11857,98.96,1.48,1.63,11.21443824481642
003010,혜인,784,122.61,0.99,0.66,11.80873180873181
013700,까뮤이앤씨,740,146.99,0.94,1.22,-1.8414322250639386
000970,한국주철관,1639,21.09,5.9,0.45,15.779557230334431
049830,승일,672,21.52,0.72,0.49,0.05429864253393665
351320,에스에이티이엔지,918,72.14,0.58,2.23,0.11045364891518737
064290,인텍플러스,2340,72.98,1.45,2.48,0.4440619621342513
067730,로지시스,370,41.13,1.55,2.19,0.0912863070539419
004080,신흥,1358,31.59,1.69,1.29,24.751066856330013
094940,푸른기술,744,30.24,0.33,1.46,0.1223529411764706
004430,송원산업,3972,78.33,2.91,0.6,24.776143925080095
243070,휴온스,3765,64.38,2.06,1.2,0.5670757511637748
048470,대동스틸,417,33.57,0.75,0.56,0.014659685863874346
011210,현대위아,16371,102.12,1.42,0.39,7.778440336579871
012510,더존비즈온,9859,89.94,0.33,2.28,14.39548565253932
064800,젬백스링크,1043,21.44,0.75,0.65,0.11807580174927114
129260,인터지스,751,70.24,4.29,0.32,13.642659279778394
004710,한솔테크닉스,2144,143.6,1.96,0.49,17.081817333706503
039020,이건홀딩스,713,128.7,1.55,0.44,0.12308564946114578
000880,한화,20688,911.43,2.92,0.48,2.8002801463996976
000220,유유제약,1035,58.22,1.69,1.0,27.30532786885246
183190,아세아시멘트,4032,108.44,2.43,0.37,11.568627450980392
017800,현대엘리베이,17183,158.36,1.77,0.97,10.46276331066512
268280,미원에스씨,6946,25.57,1.49,2.0,27.727559386167755
101240,씨큐브,722,33.19,2.66,0.94,0.2025462962962963
023000,삼원강재,1372,27.26,3.93,0.46,10.146407899216888
003960,사조대림,2671,93.47,1.29,0.46,22.297355131387487
037760,쎄니트,558,99.05,3.11,0.58,0.15587044534412955
282880,코윈테크,2990,84.15,0.42,1.74,0.09802210587550901
008250,이건산업,817,120.8,1.4,0.39,13.52755194218609
372170,윤성에프앤씨,12431,101.5,0.34,2.57,0.19020172910662825
060850,영림원소프트랩,713,40.32,1.55,1.64,0.4381107491856677
001680,대상,6648,141.2,3.65,0.61,30.415021001818065
095610,테스,4072,9.73,3.18,0.85,0.24635958395245172
282330,BGF리테일,31041,206.06,1.95,3.77,47.050437852148534
097520,엠씨넥스,5564,74.36,1.79,1.59,13.84301354611245
036570,엔씨소프트,83315,38.74,1.49,2.58,57.84207679826934
105630,한세실업,7064,130.73,3.25,1.11,27.138476436410585
005500,삼진제약,3134,47.38,3.12,1.23,28.947368421052634
267850,아시아나IDT,1562,28.53,3.14,1.1,9.43579766536965
108670,LX하우시스,3712,218.45,0.64,0.4,30.603535048516328
264900,크라운제과,1089,71.72,2.94,0.57,39.33979406420352
171120,라이온켐텍,1288,23.9,2.85,0.99,0.20421607378129117
090350,노루페인트,1748,89.46,3.55,0.45,20.69739598922478
003070,코오롱글로벌,2650,403.03,2.23,0.83,11.608623548922056
214320,이노션,8050,162.04,5.22,0.97,33.409021440111786
012610,경인양행,1976,105.99,1.22,0.7,18.93124202079154
039240,경남스틸,841,62.4,4.46,0.76,0.13146936347412255
311320,지오엘리먼트,1173,8.66,0.51,2.54,0.2278719397363465
000950,전방,583,44.68,2.25,0.32,-9.547244094488189
053260,금강철강,1218,28.22,1.9,0.88,0.0900562851782364
033920,무학,1658,26.05,4.66,0.28,11.04507181773155
122870,와이지엔터테인먼트,14577,35.45,0.57,1.97,0.17954832374807125
029530,신도리코,3492,8.89,4.64,0.33,8.541165142031778
052330,코텍,1356,38.05,2.75,0.42,0.16451134195463218
079960,동양이엔피,1265,38.56,2.0,0.42,0.17767417767417767
053050,지에스이,1195,130.95,1.05,1.29,0.13678553981436248
214370,케어젠,22076,8.38,1.97,5.2,0.2234087996582657
018260,삼성에스디에스,90299,41.17,2.6,1.16,15.901408922057495
128660,피제이메탈,999,85.23,4.1,1.34,0.1220159151193634
053610,프로텍,2761,14.11,2.36,0.77,0.2256115107913669
069730,DSR제강,751,41.67,1.26,0.38,16.61526599845798
000140,하이트진로홀딩스,2239,238.51,5.14,0.35,27.100126742712295
065510,휴비츠,2147,61.92,1.95,1.07,0.2799097065462754
036560,영풍정밀,1901,21.04,3.36,0.55,0.06186317321688501
066570,LG전자,182958,145.23,0.81,0.82,36.688960967145974
363280,티와이홀딩스,5597,47.63,1.44,0.34,4.51598773543583
000500,가온전선,1091,148.24,0.26,0.41,11.7772165359564
143160,아이디스,2400,28.85,1.58,1.19,0.28683812405446296
375500,DL이앤씨,13678,91.26,2.96,0.33,10.3769485330986
003230,삼양식품,8565,103.39,1.1,2.08,27.159692939777276
060250,NHN KCP,4381,135.8,1.49,2.25,0.19329346433148228
068790,DMS,1459,29.1,2.09,0.48,0.2594417077175698
000270,기아,362394,87.35,5.9,0.61,24.450896067072758
003080,성보화학,662,24.3,4.12,0.47,10.480093676814988
004960,한신공영,904,223.28,3.53,0.13,5.363071422490849
010040,한국내화,1583,47.95,1.6,0.47,11.56441717791411
002620,제일파마홀딩스,2124,106.22,0.32,0.72,20.850179045858845
144510,지씨셀,6952,23.96,0.74,1.21,0.14323725055432374
037710,광주신세계,2637,15.64,6.88,0.32,18.544061302681992
200780,비씨월드제약,586,136.13,1.18,0.93,0.14964500273074824
417970,모델솔루션,1292,42.92,1.7,1.8,0.232662192393736
017040,광명전기,1178,44.85,0.48,0.8,6.620209059233449
014580,태경비케이,2032,36.34,2.5,0.81,20.29346622369878
004890,동일산업,5311,19.68,1.62,1.04,8.770524629555467
099190,아이센스,4127,47.52,1.06,1.58,0.23443060498220641
204320,HL만도,21717,157.1,1.24,0.88,17.21064696021075
214150,클래시스,15449,44.37,0.63,5.07,0.3264936632468316
032560,황금에스티,1417,29.05,2.87,0.36,15.02386387217265
060540,에스에이티,678,63.78,2.43,0.54,0.17664493183165383
099320,쎄트렉아이,3307,113.58,0.27,2.25,0.0258887171561051
078890,가온그룹,1216,129.76,1.27,0.65,0.21360796112011107
327260,RF머트리얼즈,983,81.53,0.83,2.29,0.12825860271115747
014910,성문전자,440,78.47,0.32,0.94,15.55944055944056
280360,롯데웰푸드,9811,94.41,1.88,0.56,22.220056999488467
100700,세운메디칼,1204,5.96,2.05,1.03,0.16754716981132076
286940,롯데정보통신,4164,92.08,2.98,0.83,10.746645257483657
005180,빙그레,4418,33.61,3.82,0.65,43.637072663460295
025540,한국단자,6894,48.2,1.35,0.62,11.335090711738253
000590,CS홀딩스,673,10.2,0.87,0.24,9.228234001647898
000120,CJ대한통운,18820,140.27,0.53,0.55,12.235255279419805
083500,에프엔에스테크,742,44.35,1.44,0.88,0.1266233766233766
014940,오리엔탈정공,1608,120.34,2.18,1.21,0.09416800428036383
383800,LX홀딩스,6422,1.49,3.66,0.41,12.159021406727827
192440,슈피겐코리아,2001,11.55,1.69,0.48,0.6409282700421941
115450,HLB테라퓨틱스,3431,46.46,0.0,3.16,0.04957356076759062
366030,공구우먼,1829,6.58,1.51,4.47,0.41930379746835444
057050,현대홈쇼핑,6036,42.03,4.82,0.32,33.06613946800863
